,PlayId,Team,X,Y,S,A,Dis,YardLine,Quarter,Down,Distance,DefendersInTheBox,Yards,PlayerHeight,PlayerWeight,Temperature
650,20180909080593,away,30.72,27.59,3.82,2.12,0.37,30,1,1,10,6.0,0,6-0,206,84.0
651,20171225002003,home,75.83,26.18,2.78,2.36,0.36,34,3,2,1,8.0,-3,6-5,315,51.0
652,20181028002010,away,66.91,21.82,5.64,4.19,0.54,49,3,2,4,7.0,2,5-10,220,48.0
653,20180916013943,home,46.8,21.98,3.42,2.33,0.38,38,4,2,10,6.0,5,6-5,329,83.0
654,20181014012691,away,31.43,22.56,2.13,1.04,0.21,24,3,1,10,6.0,16,6-4,304,51.0
655,20171112092974,home,52.57,30.3,1.64,0.41,0.26,43,4,1,10,6.0,4,6-2,303,
656,20170924132256,home,56.63,29.0,3.73,2.64,0.39,41,3,1,10,8.0,1,6-3,202,76.0
657,20171210033122,away,62.44,36.55,1.3,0.88,0.21,41,4,2,4,7.0,2,6-1,210,29.0
658,20171029001047,home,57.42,26.33,2.49,0.75,0.22,48,2,2,9,6.0,4,6-4,320,56.0
659,20171116000514,away,41.85,28.03,5.67,3.15,0.58,36,1,2,6,8.0,5,5-11,185,40.0
660,20171026003759,away,85.32,31.11,1.06,0.55,0.13,25,4,1,10,6.0,1,6-5,318,56.0
661,20171224111184,home,59.44,26.46,1.99,1.14,0.19,50,2,1,10,7.0,6,6-4,320,
662,20171119081390,away,78.39,35.56,1.35,2.18,0.1,29,2,2,10,7.0,8,6-2,190,60.0
663,20181111063708,away,42.94,26.0,1.35,0.85,0.16,33,4,1,10,6.0,3,6-3,307,46.0
664,20181209073110,home,106.78,21.75,2.69,0.71,0.3,3,4,2,3,7.0,1,6-5,275,71.0
665,20171105020145,away,58.68,26.45,0.93,0.41,0.07,49,1,3,1,8.0,1,6-6,285,78.0
666,20181202030081,home,34.9,25.15,2.93,1.86,0.33,26,1,2,5,7.0,2,6-5,320,34.0
667,20181202100803,home,58.34,17.26,3.64,1.92,0.36,50,1,1,10,7.0,-1,6-4,215,57.0
668,20171112111758,home,46.11,31.24,1.94,1.15,0.35,34,2,2,1,8.0,4,6-1,245,48.0
669,20180923060995,away,14.7,21.55,4.52,2.23,0.44,11,2,2,1,7.0,-2,5-9,210,90.0
670,20181104052141,home,53.19,23.91,4.08,0.55,0.44,42,3,2,5,6.0,-1,6-3,306,
671,20170910111162,home,69.24,24.45,2.69,3.54,0.23,25,2,1,10,6.0,5,6-1,215,87.0
672,20181202014311,home,33.73,35.24,1.56,2.85,0.14,26,4,1,10,5.0,10,6-7,265,63.0
673,20181014073286,home,88.08,33.71,2.55,1.06,0.24,22,4,1,10,7.0,5,6-2,315,52.0
674,20170924002350,away,23.92,21.85,0.89,2.07,0.16,15,3,1,20,6.0,2,6-3,265,70.0
675,20181028043762,home,94.4,20.46,2.74,1.17,0.28,14,4,2,8,8.0,5,5-9,197,68.0
676,20191006062566,home,17.82,18.73,5.25,4.03,0.5,7,3,1,16,6.0,1,6-0,198,68.0
677,20171029082835,home,108.41,30.48,3.07,1.71,0.42,3,3,2,1,9.0,0,6-2,219,50.0
678,20181230080636,home,67.65,27.25,2.93,1.03,0.3,43,1,2,2,7.0,1,6-1,242,37.0
679,20181216002422,home,38.63,18.94,2.73,2.06,0.27,25,3,1,10,7.0,10,5-10,211,
680,20181125080418,home,51.16,30.67,2.92,2.74,0.29,44,1,1,10,6.0,3,5-11,210,74.0
681,20171207002762,home,81.83,28.13,5.48,2.89,0.57,31,3,1,10,8.0,6,6-0,233,
682,20180909052994,home,41.16,10.03,1.35,0.2,0.13,40,3,1,10,7.0,11,6-1,202,62.0
683,20181111003325,home,108.27,30.26,2.26,2.81,0.31,3,4,1,10,6.0,5,6-7,320,37.0
684,20171217052858,away,41.0,26.89,3.05,0.77,0.43,37,3,1,10,8.0,11,6-2,218,67.0
685,20171002003287,away,28.39,27.88,1.4,0.9,0.12,19,4,1,10,8.0,0,6-3,305,82.0
686,20171105080895,home,53.65,19.73,1.68,2.41,0.33,45,1,1,10,7.0,8,6-5,254,36.0
687,20170928000341,away,12.32,11.19,1.82,2.67,0.01,3,1,1,3,6.0,1,5-11,194,65.0
688,20190929004100,home,41.99,17.93,2.84,2.4,0.27,36,4,3,11,8.0,1,6-3,232,
689,20181104000598,away,16.4,27.45,3.17,0.86,0.31,10,1,2,10,6.0,5,6-1,233,55.0
690,20171030000355,away,67.35,28.97,4.03,2.14,0.44,45,1,1,10,6.0,4,6-5,240,44.0
691,20180909013420,away,106.12,27.03,2.5,1.75,0.26,9,4,2,15,6.0,2,6-1,233,58.0
692,20171203014085,home,79.98,31.51,1.63,1.0,0.2,26,4,3,9,5.0,3,6-0,227,53.0
693,20191027122299,away,78.12,27.57,2.99,2.1,0.3,25,3,1,10,5.0,9,5-11,200,54.0
694,20191027053170,away,50.57,25.84,5.02,3.25,0.49,36,4,1,10,7.0,2,6-0,230,79.0
695,20191124023899,home,54.3,21.13,1.62,0.86,0.16,40,4,1,10,6.0,4,5-9,185,48.0
696,20181210003347,home,72.51,28.39,1.62,0.49,0.17,37,4,1,10,7.0,2,6-6,315,48.0
697,20181014101381,home,45.07,29.04,4.1,1.6,0.41,40,2,1,10,6.0,5,6-2,238,
698,20171223002300,away,70.17,25.89,3.09,1.04,0.34,40,3,1,10,6.0,3,6-4,299,63.0
699,20180930073207,away,102.85,18.56,3.76,2.0,0.37,9,4,1,9,7.0,-2,6-0,191,80.0
700,20171216011873,away,91.44,39.42,2.13,1.86,0.26,36,2,2,5,6.0,2,5-10,195,53.0
701,20171210070230,away,34.64,34.56,1.01,1.12,0.1,26,1,1,10,6.0,5,6-7,270,55.0
702,20171231053981,away,107.89,32.79,0.44,0.56,0.11,3,4,2,8,9.0,1,6-3,296,
703,20190915032790,home,56.95,28.1,3.93,1.54,0.41,47,3,1,10,7.0,3,6-3,301,72.0
704,20191117110515,home,78.15,22.1,1.04,1.24,0.11,31,1,2,10,8.0,13,6-3,300,79.0
705,20181202074944,home,77.97,28.94,3.41,0.87,0.37,30,5,1,10,7.0,7,6-7,318,52.0
706,20171008000603,home,44.94,28.26,3.72,3.13,0.53,38,1,1,10,6.0,3,6-6,250,63.0
707,20181111080126,away,106.68,29.39,2.59,1.42,0.24,7,1,3,1,9.0,3,6-0,238,46.0
708,20180909012592,away,88.03,31.75,1.08,1.8,0.1,21,3,2,10,6.0,-2,6-4,252,58.0
709,20180916052921,home,109.02,28.59,0.47,1.14,0.04,1,3,2,1,10.0,1,6-9,320,80.0
710,20181028072817,home,110.5,27.64,2.4,1.25,0.23,1,3,1,1,10.0,0,6-1,217,47.0
711,20171224082915,away,60.02,17.48,4.19,1.8,0.46,48,4,1,10,7.0,4,6-1,230,43.0
712,20170917130334,home,41.09,28.23,1.24,0.62,0.34,31,1,3,4,7.0,10,6-3,346,78.0
713,20171005003846,home,41.18,43.49,2.42,1.15,0.24,21,4,1,10,7.0,5,5-10,204,76.0
714,20190908122309,away,14.28,34.33,2.38,1.29,0.23,4,3,2,4,7.0,3,6-4,267,66.0
715,20191124031079,home,13.17,38.74,4.09,3.1,0.39,3,2,3,17,4.0,6,6-0,195,46.0
716,20191110050607,away,51.18,35.06,3.96,2.96,0.38,41,1,4,1,8.0,2,5-11,206,48.0
717,20191027094086,home,58.0,22.87,2.55,3.1,0.23,38,4,2,4,6.0,3,6-2,200,66.0
718,20181001003974,away,101.34,23.08,4.44,3.27,0.43,4,4,2,3,7.0,4,5-11,216,65.0
719,20181129000584,home,36.4,28.3,2.42,1.0,0.23,26,1,1,10,7.0,4,6-1,212,70.0
720,20181209064028,home,103.66,25.81,4.07,0.46,0.37,7,4,1,7,8.0,1,6-2,215,82.0
721,20190915031233,away,40.86,31.66,5.96,0.76,0.59,30,2,1,10,8.0,5,6-1,230,72.0
722,20180909060583,away,31.17,41.36,3.4,2.7,0.33,24,1,1,10,6.0,0,6-1,206,86.0
723,20180924004246,away,41.46,31.37,1.72,0.54,0.17,32,4,1,10,8.0,0,6-4,304,77.0
724,20171231130627,away,19.8,40.71,1.46,2.73,0.18,3,1,2,8,7.0,9,6-3,220,62.0
725,20190915091119,home,74.4,16.73,2.63,0.86,0.26,36,2,1,10,7.0,2,6-3,248,80.0
726,20180916003792,away,44.96,24.56,1.95,1.09,0.23,34,4,3,1,8.0,0,6-3,260,
727,20190915032743,away,46.83,25.01,3.21,0.87,0.36,36,3,1,10,7.0,9,6-4,329,72.0
728,20191117040589,away,32.45,23.61,4.85,1.86,0.48,21,1,2,12,6.0,6,6-6,250,62.0
729,20171210051714,away,45.23,21.3,1.66,0.61,0.19,35,2,1,10,6.0,5,6-6,307,54.0
730,20181007042810,home,64.0,23.58,1.1,1.9,0.1,41,3,1,10,6.0,2,6-3,220,68.0
731,20190922071405,away,38.29,31.0,1.78,1.5,0.18,29,2,1,10,6.0,1,6-4,285,84.0
732,20181223071009,away,73.94,30.37,2.37,2.39,0.23,38,2,1,10,8.0,4,6-0,190,68.0
733,20181224000061,home,38.36,16.04,2.02,2.88,0.19,23,1,1,10,8.0,3,6-2,196,58.0
734,20190915073013,home,50.32,36.28,0.4,1.63,0.03,40,3,2,5,7.0,3,6-3,255,81.0
735,20171030003365,home,67.61,25.48,1.04,0.38,0.23,42,4,1,10,6.0,2,6-3,288,44.0
736,20170924112139,away,108.43,24.41,1.55,0.79,0.14,1,3,1,1,11.0,0,6-1,328,89.0
737,20171008023621,home,105.0,30.71,3.06,0.99,0.32,5,4,2,19,6.0,9,6-4,265,68.0
738,20191013112447,home,54.25,21.52,3.13,2.04,0.3,46,3,3,2,6.0,6,6-2,211,71.0
739,20181028003705,home,77.45,28.34,2.02,1.92,0.21,34,4,2,9,7.0,10,6-3,214,48.0
740,20190915050179,away,47.46,26.66,1.6,2.67,0.15,39,1,1,10,7.0,1,6-2,310,87.0
741,20190922052367,away,99.53,36.59,4.01,2.4,0.38,16,3,1,10,6.0,6,6-1,215,
742,20170924092579,home,102.72,23.86,3.56,0.99,0.38,3,3,1,3,7.0,0,6-0,247,89.0
743,20180916072881,away,56.08,20.32,5.84,1.55,0.57,49,4,2,2,7.0,7,6-2,225,81.0
744,20191117013531,away,30.5,21.79,1.33,1.31,0.15,19,4,1,10,9.0,3,6-5,321,51.0
745,20181104011078,home,35.99,31.32,2.93,0.99,0.33,25,2,1,10,6.0,2,6-5,320,49.0
746,20190922103573,away,92.5,9.8,1.55,0.67,0.15,24,4,3,1,9.0,-1,5-11,194,87.0
747,20191020032039,away,90.89,26.38,4.51,1.7,0.46,19,2,1,10,7.0,9,6-3,300,69.0
748,20181118051418,away,69.57,35.93,2.45,1.97,0.28,42,2,1,10,7.0,4,6-7,275,42.0
749,20171217022769,home,34.41,18.57,1.27,0.24,0.15,25,3,1,10,6.0,3,6-5,310,36.0
750,20170924053950,away,62.93,29.88,2.42,1.51,0.29,47,4,3,16,4.0,6,6-1,245,83.0
751,20171119073395,away,57.28,27.94,3.04,3.3,0.33,44,4,2,8,7.0,10,6-1,245,76.0
752,20181111040596,away,95.21,27.19,1.88,1.62,0.18,16,1,2,7,6.0,4,6-6,315,38.0
753,20191124013832,away,46.11,19.77,4.4,1.34,0.44,41,4,3,3,8.0,0,5-10,183,40.0
754,20181216072999,away,78.22,34.23,1.48,1.35,0.13,31,3,1,10,7.0,5,6-3,311,
755,20171119083222,away,85.0,9.31,4.0,2.99,0.41,26,4,1,10,7.0,3,6-0,195,60.0
756,20190929082155,away,76.53,27.72,5.41,1.06,0.55,36,3,1,10,6.0,-4,6-4,315,
757,20181111032639,away,111.65,24.98,3.12,1.9,0.3,12,3,1,10,6.0,2,6-2,215,33.0
758,20181217002745,away,76.24,43.24,0.23,0.82,0.02,29,3,2,8,6.0,2,5-11,205,48.0
759,20180930073826,away,41.32,37.08,2.21,3.48,0.21,32,5,2,3,6.0,9,6-0,198,80.0
760,20191121001415,home,106.16,23.8,0.32,0.95,0.03,11,2,1,10,6.0,6,5-11,185,75.0
761,20171015030662,away,45.07,22.93,3.36,2.79,0.35,33,1,1,10,7.0,3,6-5,245,
762,20181111040364,home,75.82,20.08,1.51,1.67,0.17,35,1,3,9,6.0,0,6-5,285,38.0
763,20181021012919,home,12.12,21.17,1.64,1.21,0.16,2,4,3,2,7.0,2,6-3,265,54.0
764,20180930033583,home,77.1,26.13,1.31,2.09,0.14,33,4,2,4,7.0,0,6-5,314,49.0
765,20181222010111,away,101.33,30.57,1.01,2.1,0.14,9,1,1,9,6.0,3,6-3,313,60.0
766,20181118001321,home,81.26,26.54,3.52,1.77,0.35,29,2,2,4,7.0,0,6-3,246,59.0
767,20171015091395,away,49.4,30.14,1.13,0.61,0.32,45,2,1,10,7.0,4,6-5,240,60.0
768,20171231072442,home,85.12,29.97,3.74,2.31,0.33,25,3,1,10,8.0,1,6-5,310,16.0
769,20171015023824,home,87.71,10.49,0.61,0.92,0.21,30,4,1,10,6.0,3,6-2,208,85.0
770,20171001052534,away,92.21,28.57,1.64,1.31,0.18,14,3,1,10,8.0,5,6-0,233,87.0
771,20170910031213,home,21.77,37.98,2.05,3.48,0.19,6,2,1,10,7.0,1,5-11,215,63.0
772,20190922020303,home,89.93,19.07,2.99,0.83,0.31,20,1,1,10,6.0,3,6-5,310,69.0
773,20180930120224,away,48.27,31.32,2.74,4.54,0.38,37,1,3,2,6.0,4,6-5,310,69.0
774,20180916033375,away,43.46,23.2,3.03,1.51,0.32,35,4,2,10,9.0,4,6-1,266,90.0
775,20171203012524,home,46.8,29.54,1.67,2.48,0.26,22,3,1,10,7.0,3,5-11,195,53.0
776,20191031001480,home,20.83,22.16,2.23,0.52,0.23,10,2,1,10,7.0,8,6-5,311,75.0
777,20171029022985,away,31.97,23.91,2.72,1.36,0.25,21,3,1,10,8.0,-6,6-7,307,39.0
778,20171001011719,away,97.4,21.99,2.83,2.22,0.32,16,2,2,1,7.0,3,6-0,197,
779,20181230040567,home,71.23,24.08,2.06,1.12,0.21,22,1,1,10,6.0,15,6-1,190,45.0
780,20180930041922,away,40.39,28.96,1.46,0.93,0.17,30,2,1,10,6.0,-5,6-4,310,73.0
781,20171126082816,home,85.59,20.47,3.8,2.12,0.47,25,3,2,5,7.0,0,5-8,180,66.0
782,20191110031235,away,110.73,28.47,3.05,2.6,0.29,1,2,1,1,11.0,0,6-1,213,34.0
783,20171105002361,home,77.54,36.88,1.79,1.95,0.24,34,3,2,1,8.0,0,6-2,278,61.0
784,20171210112526,away,70.26,11.33,3.55,1.37,0.36,29,3,1,10,6.0,17,5-11,193,83.0
785,20180923090326,home,31.45,30.25,2.49,0.87,0.28,22,1,1,10,6.0,1,6-4,312,62.0
786,20181209093680,away,98.66,17.75,4.25,2.0,0.42,11,4,1,10,6.0,4,6-7,265,71.0
787,20170914001359,home,51.57,25.0,3.89,1.2,0.4,41,2,3,2,7.0,1,6-5,305,69.0
788,20171204000223,away,35.12,19.68,1.87,1.44,0.23,25,1,1,10,6.0,5,5-9,184,61.0
789,20191103070252,away,53.6,25.11,1.95,1.6,0.19,39,1,2,3,8.0,4,6-1,207,71.0
790,20181216052780,home,21.05,32.2,3.57,0.8,0.36,11,3,1,10,8.0,2,6-4,253,46.0
791,20171001012772,home,98.47,32.8,0.26,0.2,0.01,12,3,2,2,8.0,-2,6-2,300,
792,20191027022819,away,19.53,28.71,0.3,0.35,0.03,9,3,3,1,8.0,2,6-4,310,52.0
793,20181202093125,away,51.4,23.06,4.18,2.02,0.42,40,4,1,10,7.0,-2,6-1,235,81.0
794,20170917113801,away,92.43,31.45,0.78,1.01,0.16,17,4,1,10,8.0,1,6-5,318,76.0
795,20171112002489,away,14.95,37.79,4.38,1.69,0.5,5,3,1,5,8.0,5,6-5,250,42.0
796,20191027002901,away,90.73,45.08,3.77,3.15,0.36,14,3,1,10,7.0,4,6-0,198,65.0
797,20191118001253,home,12.54,23.73,5.05,2.59,0.49,6,2,1,6,8.0,6,6-1,235,67.0
798,20171015060480,home,25.31,27.73,5.36,1.37,0.55,14,1,1,10,7.0,4,6-5,315,68.0
799,20191117073015,home,64.53,32.66,2.85,3.0,0.29,46,3,2,4,7.0,3,6-0,218,43.0
800,20191014002173,away,44.34,20.19,1.97,0.91,0.2,34,3,2,6,7.0,4,6-4,330,43.0
801,20191006004179,home,69.83,28.1,1.32,0.41,0.14,39,4,2,12,7.0,0,6-6,324,72.0
802,20191110004131,away,57.51,33.64,2.27,1.08,0.23,48,4,1,10,6.0,2,6-7,318,40.0
803,20181202101029,home,76.39,25.0,3.67,4.82,0.35,38,1,2,10,6.0,8,5-9,210,57.0
804,20180923073397,away,73.21,23.94,0.5,2.31,0.1,37,4,1,10,8.0,2,6-3,308,
805,20190908082733,away,102.07,25.56,3.98,1.34,0.43,8,3,1,10,7.0,11,6-3,316,64.0
806,20190929051194,home,71.76,27.1,2.1,0.2,0.22,40,2,2,10,6.0,7,6-4,310,77.0
807,20191027121137,away,34.38,29.19,2.45,1.6,0.24,40,2,1,10,6.0,5,5-11,200,54.0
808,20191013060508,home,89.68,10.07,3.41,1.55,0.33,12,1,2,5,6.0,3,6-1,218,
809,20170925001910,away,58.06,9.87,2.28,1.92,0.18,47,3,1,10,8.0,3,6-2,220,
810,20181007090591,home,42.87,23.25,2.73,1.36,0.3,34,1,3,1,8.0,-1,6-4,303,79.0
811,20190908100595,away,40.45,14.19,3.06,2.2,0.3,38,1,1,10,7.0,0,5-11,180,
812,20171231013462,home,57.28,30.62,0.25,0.35,0.01,46,3,1,10,6.0,5,6-7,330,19.0
813,20190922002974,away,45.12,28.81,0.31,1.08,0.03,36,3,1,10,6.0,10,6-3,315,83.0
814,20190929021352,home,61.81,35.32,4.22,3.26,0.4,46,2,1,10,7.0,2,5-8,174,58.0
815,20181223060405,away,28.21,34.75,1.19,1.6,0.11,30,1,1,5,7.0,5,5-11,202,
816,20191027013172,home,46.79,24.93,1.95,0.95,0.2,37,3,2,4,7.0,8,6-8,330,54.0
817,20190929113756,home,91.0,34.04,1.77,1.24,0.18,19,4,1,10,8.0,2,6-4,275,87.0
818,20191110022685,away,50.66,12.46,2.53,1.34,0.25,48,3,1,10,6.0,0,5-11,192,50.0
819,20190922050867,away,21.67,17.89,4.6,0.63,0.46,14,1,1,10,7.0,1,6-1,255,
820,20181230133370,away,28.84,25.11,0.73,2.2,0.12,20,4,1,10,7.0,0,6-4,280,51.0
821,20181202131597,away,85.38,27.3,0.59,0.71,0.06,10,2,1,10,7.0,0,6-1,215,45.0
822,20181028022239,home,28.33,28.97,2.74,3.72,0.26,15,3,2,15,6.0,0,6-0,239,48.0
823,20171030000266,home,47.37,29.29,4.46,2.38,0.47,39,1,2,9,7.0,3,6-7,315,44.0
824,20171022102352,home,50.26,30.63,1.89,1.08,0.41,40,3,1,10,6.0,3,6-2,211,90.0
825,20190922042362,away,76.63,28.22,0.42,2.16,0.05,34,3,2,1,7.0,4,6-4,245,71.0
826,20190909000541,home,59.8,18.1,2.57,0.17,0.27,49,1,1,10,6.0,7,6-5,304,91.0
827,20181007070460,home,85.72,26.5,4.58,1.81,0.46,42,1,1,10,6.0,3,6-1,217,83.0
828,20171130003208,home,76.5,34.68,3.72,3.21,0.6,34,4,2,1,8.0,6,6-2,210,58.0
829,20170918003362,away,83.56,27.99,5.82,3.44,0.58,32,4,2,7,8.0,34,5-9,203,72.0
830,20171105091429,home,46.85,21.82,3.43,2.52,0.43,39,2,2,7,6.0,7,6-5,320,
831,20171022011147,home,58.54,33.8,1.46,1.5,0.15,47,2,2,11,7.0,1,6-3,259,70.0
832,20171214001154,away,85.55,30.14,5.0,3.02,0.52,23,2,2,1,7.0,6,6-1,230,25.0
833,20171105013663,home,46.41,32.67,0.9,1.29,0.06,36,4,1,10,8.0,4,6-3,347,84.0
834,20171214003410,home,32.24,9.71,3.53,1.79,0.38,16,4,2,26,6.0,5,5-9,190,25.0
835,20181209060442,away,65.9,34.34,2.01,1.44,0.21,43,1,1,10,7.0,36,6-3,260,82.0
836,20181104101524,away,34.13,33.0,5.36,2.59,0.6,26,2,2,5,7.0,13,6-4,310,40.0
837,20171106000755,home,80.32,25.08,0.32,0.61,0.17,29,2,1,10,7.0,2,6-3,314,35.0
838,20191124022944,home,106.94,25.23,0.72,1.16,0.07,3,3,2,3,6.0,1,6-3,305,48.0
839,20170917102224,home,83.65,9.69,2.78,1.24,0.35,25,3,1,10,7.0,4,6-3,225,72.0
840,20181014072577,home,61.97,29.74,5.42,1.84,0.53,48,3,1,10,7.0,-1,6-3,235,52.0
841,20170907004314,away,106.28,29.3,1.4,3.36,0.15,4,4,1,4,8.0,4,6-6,305,63.0
842,20181216111322,home,54.19,31.24,5.2,3.04,0.52,49,2,1,10,7.0,21,6-4,223,60.0
843,20180930003260,away,63.2,34.1,1.24,0.83,0.13,48,4,1,10,6.0,3,6-5,310,
844,20191111001980,away,107.35,32.2,3.23,0.66,0.31,2,2,1,10,7.0,3,6-4,246,77.0
845,20171119101185,home,31.47,27.77,3.53,2.48,0.53,28,2,1,10,8.0,2,5-10,222,54.0
846,20191121003065,away,40.26,33.67,1.0,1.11,0.1,31,4,2,4,7.0,10,6-7,307,75.0
847,20180923022606,home,37.04,19.56,5.5,1.45,0.54,29,3,1,10,8.0,2,6-3,238,80.0
848,20171015000243,away,67.9,28.39,3.34,1.97,0.39,41,1,1,10,7.0,4,6-1,242,
849,20181028033441,home,72.59,26.04,2.69,1.44,0.29,37,3,1,10,6.0,16,6-4,270,55.0
850,20171231103664,away,65.12,30.08,3.61,1.59,0.36,40,4,1,10,8.0,0,6-0,209,71.0
851,20171008050632,away,45.6,35.15,1.18,0.26,0.44,36,1,1,10,6.0,8,6-5,236,76.0
852,20181202122017,home,40.79,28.61,3.28,6.43,0.3,36,3,1,10,6.0,4,5-10,205,53.0
853,20190929114346,away,92.06,32.54,1.85,0.69,0.19,17,4,2,17,9.0,2,6-6,320,87.0
854,20181111040154,home,50.43,23.32,2.96,2.11,0.37,42,1,2,4,5.0,7,6-5,330,38.0
855,20190929031915,away,87.05,42.45,3.37,4.06,0.32,25,2,3,1,6.0,0,6-1,195,68.0
856,20171203102891,away,72.7,29.38,2.38,1.99,0.27,37,4,1,10,6.0,-2,6-4,315,68.0
857,20171217023986,home,61.68,22.13,2.22,0.83,0.24,47,4,2,5,8.0,12,6-2,345,36.0
858,20170907001605,away,108.07,33.3,1.9,1.26,0.21,2,2,1,2,11.0,2,6-0,212,63.0
859,20181028104161,home,30.55,14.98,3.55,2.43,0.34,21,4,3,10,7.0,17,6-3,196,82.0
860,20191114002379,home,83.38,26.66,1.62,0.56,0.18,27,3,1,10,7.0,3,6-4,295,36.0
861,20171022050777,away,36.83,18.91,1.71,0.21,0.28,24,1,1,10,8.0,4,6-1,211,54.0
862,20171203133452,away,97.24,29.2,2.72,2.29,0.27,14,4,1,10,7.0,-1,5-11,240,44.0
863,20181222001245,away,47.73,29.13,0.97,0.4,0.1,38,2,2,5,7.0,4,6-5,310,51.0
864,20181028001018,away,98.32,32.65,4.39,2.28,0.44,6,2,1,6,8.0,0,6-5,237,48.0
865,20171119100221,home,53.14,41.92,2.11,2.52,0.03,42,1,2,3,6.0,6,5-10,195,54.0
866,20191110043817,home,91.69,33.26,1.16,1.25,0.11,31,4,3,10,6.0,1,6-1,195,67.0
867,20170924033706,away,31.54,24.45,2.52,2.94,0.26,28,4,1,20,6.0,13,6-1,225,89.0
868,20181104003060,away,34.6,28.09,0.68,0.94,0.07,25,3,1,10,7.0,2,6-9,320,55.0
869,20191114003826,home,51.34,41.4,4.69,3.45,0.45,41,4,2,7,7.0,5,5-11,196,36.0
870,20190922062561,home,75.34,17.91,1.21,3.67,0.11,33,3,1,10,6.0,1,6-5,255,81.0
871,20171029030534,away,77.41,28.62,2.89,0.8,0.35,34,1,1,10,7.0,-1,6-2,247,62.0
872,20171231021502,away,17.82,27.43,2.23,1.33,0.23,10,2,1,10,6.0,3,6-3,324,68.0
873,20171015110481,home,23.19,27.62,3.4,1.06,0.41,15,1,1,20,7.0,1,6-1,238,61.0
874,20171224062591,home,69.69,30.13,2.3,2.35,0.26,43,3,3,4,7.0,57,6-3,226,40.0
875,20171015010106,home,48.25,24.65,4.22,1.78,0.42,35,1,3,2,7.0,1,6-5,241,69.0
876,20181125031178,home,63.32,24.66,1.11,1.87,0.14,47,2,2,3,7.0,2,6-7,280,44.0
877,20171001132481,home,45.01,27.18,1.77,0.95,0.16,34,3,3,2,6.0,11,6-5,315,61.0
878,20170911003323,home,9.99,8.6,0.39,1.43,0.01,3,4,2,3,7.0,1,6-1,218,70.0
879,20181111041258,away,51.15,25.45,4.57,2.34,0.46,46,2,1,10,7.0,6,6-5,236,38.0
880,20171231132336,home,82.51,26.72,1.42,0.87,0.22,25,3,1,10,7.0,3,6-0,235,62.0
881,20171127003799,home,67.14,10.55,1.47,1.13,0.15,50,4,2,3,6.0,0,6-0,210,50.0
882,20181202074072,home,90.54,30.34,1.29,1.73,0.09,20,4,2,17,9.0,1,6-4,340,52.0
883,20171029092705,home,51.61,24.46,2.84,2.92,0.27,43,3,1,10,8.0,4,6-4,265,60.0
884,20181223061359,away,35.08,20.08,0.47,1.04,0.03,25,2,1,10,7.0,3,6-5,275,
885,20181216073258,away,52.51,34.33,2.42,4.06,0.22,45,4,1,10,7.0,14,6-1,215,
886,20181028041525,home,91.34,27.19,1.04,1.98,0.07,18,2,1,10,7.0,4,6-4,330,68.0
887,20171105030801,away,21.24,26.98,0.49,1.31,0.11,11,1,1,10,6.0,2,6-3,275,79.0
888,20181007104185,home,21.29,20.39,2.59,2.84,0.26,12,4,1,10,8.0,6,6-3,310,79.0
889,20180930100493,away,70.33,21.74,2.8,1.63,0.3,40,1,1,10,7.0,3,6-7,292,78.0
890,20190922052931,home,59.77,24.83,5.0,1.65,0.5,49,4,1,10,6.0,1,6-1,230,
891,20191117010285,home,83.29,16.57,4.46,2.65,0.44,27,1,2,8,6.0,4,5-11,195,51.0
892,20191110042999,home,60.36,23.58,1.59,1.94,0.15,40,3,1,10,7.0,4,5-11,205,67.0
893,20171211002421,away,46.39,24.01,1.02,0.33,0.04,35,3,1,10,8.0,31,6-5,240,55.0
894,20190919001239,home,75.32,23.86,3.66,2.85,0.37,33,2,1,10,7.0,4,5-11,225,73.0
895,20181028091235,away,89.92,30.48,5.95,0.79,0.59,25,2,1,10,7.0,0,5-10,222,
896,20171224033118,away,89.34,32.25,3.62,3.91,0.34,30,4,1,10,7.0,2,6-2,215,23.0
897,20181122000274,home,24.27,23.71,4.75,2.22,0.47,18,1,1,10,5.0,1,6-0,247,68.0
898,20181202023981,away,31.08,31.34,1.9,2.86,0.18,25,4,1,10,5.0,7,6-3,228,68.0
899,20191020053339,home,52.27,23.31,2.5,2.76,0.24,44,4,2,5,6.0,4,6-5,285,66.0
900,20190908111601,away,83.77,29.34,4.2,2.88,0.42,24,2,2,3,8.0,0,5-9,185,93.0
901,20171029050912,away,101.38,23.65,3.17,2.03,0.43,13,1,2,3,7.0,5,6-4,217,63.0
902,20171119101298,home,91.95,26.28,2.41,1.4,0.37,16,2,2,3,6.0,-2,6-2,245,54.0
903,20171112032364,away,97.22,35.75,3.71,2.09,0.47,14,3,2,2,6.0,1,6-1,215,42.0
904,20181028081415,home,38.14,43.07,0.67,0.88,0.07,26,2,1,10,5.0,1,6-2,195,69.0
905,20171210090138,home,76.89,31.81,4.04,1.57,0.5,37,1,1,10,7.0,1,5-8,225,60.0
906,20190922093518,away,75.05,27.9,2.03,1.67,0.2,35,4,2,5,7.0,0,6-3,311,88.0
907,20171001061155,home,87.04,24.63,1.27,0.65,0.13,22,2,1,10,7.0,7,6-5,310,
908,20171113001071,home,24.76,35.44,2.53,1.92,0.4,15,2,1,10,6.0,3,6-4,250,49.0
